version,codigo_ente,nombre,fuente_alta,inf_fuente_alta,fuente_baja,inf_fuente_baja,alta_desde,baja_desde
2019/01 situacion a  01/01/2019,05-00-000-X-P-012,"60.131,26",ESCRITURA,de constitución nº 5319 de 03/10/1995,ESCRITURA,nº 144 de 10/01/1997,04/09/1996,28/02/1999
2019/01 situacion a  01/01/2019,05-00-000-X-P-012,"1.262.125,42",ESCRITURA,nº 144 de 10/01/1997,ESCRITURA,nº 3159 de 17/04/2001,01/03/1999,16/04/2001
2019/01 situacion a  01/01/2019,05-00-000-X-P-012,"1.262.100,00",ESCRITURA,nº 3159 de 17/04/2001,ESCRITURA,nº 3191 de 23/08/2004,17/04/2001,06/09/2004
2019/01 situacion a  01/01/2019,05-00-000-X-P-012,"1.352.250,00",ESCRITURA,nº 3191 de 23/08/2004,ESCRITURA,REGISTRO MERCANTIL,07/09/2004,22/03/2018
2019/01 situacion a  01/01/2019,05-00-000-X-P-012,"1.012.500,00",ESCRITURA,REGISTRO MERCANTIL,,,23/03/2018,
2019/01 situacion a  01/01/2019,05-00-000-B-P-022,"60.101,21",ESCRITURA,de constitución nº 16 de 05/01/1995,ESCRITURA,de ampliación de C.S. (RM 21/06/1995),14/02/1995,20/06/1995
2019/01 situacion a  01/01/2019,05-00-000-B-P-022,"301.708,08",ESCRITURA,de ampliación de C.S. (RM 21/06/1995),ESCRITURA,nº 1074 de 29/05/1996,21/06/1995,30/07/1996
2019/01 situacion a  01/01/2019,05-00-000-B-P-022,"602.214,13",ESCRITURA,nº 1074 de 29/05/1996,ESCRITURA,de ampliación de C.S. (RM 09/04/1997),31/07/1996,08/04/1997
2019/01 situacion a  01/01/2019,05-00-000-B-P-022,"782.517,76",ESCRITURA,de ampliación de C.S. (RM 09/04/1997),ESCRITURA,nº 2502 de 30/07/2001,09/04/1997,10/10/2001
2019/01 situacion a  01/01/2019,05-00-000-B-P-022,"782.515,02",ESCRITURA,nº 2502 de 30/07/2001,,,11/10/2001,
2019/01 situacion a  01/01/2019,05-00-000-B-P-018,"2.283.846,00",ESCRITURA,de constitución nº 2154 de 30/12/1993,ESCRITURA,nº 3237 de 30/10/1995,09/04/1994,15/05/2001
2019/01 situacion a  01/01/2019,05-00-000-B-P-018,"4.228.120,15",ESCRITURA,nº 3237 de 30/10/1995,,,16/05/2001,
2019/01 situacion a  01/01/2019,05-00-000-B-P-034,"62.000,00",ESCRITURA,de constitución nº 2517 de 19/07/2007,ESCRITURA,nº 3547 de 18/12/2008,07/08/2007,12/01/2009
2019/01 situacion a  01/01/2019,05-00-000-B-P-034,"124.000,00",ESCRITURA,nº 3547 de 18/12/2008,,,13/01/2009,
2019/01 situacion a  01/01/2019,05-00-000-B-P-004,"4.711.934,90",REAL DECRETO,"810/1985, 30-4 BOE nº 132 de 03/06/81985",ESCRITURA,nº 1744 de 18/08/2000 fusión por absorción,03/06/1985,14/09/2000
2019/01 situacion a  01/01/2019,05-00-000-B-P-004,"5.412.114,00",ESCRITURA,nº 1744 de 18/08/2000 fusión por absorción,,,15/09/2000,
2019/01 situacion a  01/01/2019,05-00-000-F-P-030,"5.409.108,94",ESCRITURA,nº 652 de 10/03/1997,ESCRITURA,nº 1529 de 03/05/2001,10/03/1997,28/08/2001
2019/01 situacion a  01/01/2019,05-00-000-F-P-030,"5.409.090,00",ESCRITURA,nº 1529 de 03/05/2001,,,29/08/2001,
2019/01 situacion a  01/01/2019,05-00-000-B-P-025,"13.710.588,63",OTROS,Poliza de compraventa de acciones de 26/04/1996,ESCRITURA,nº 773 de 17/02/2004,26/04/1996,24/03/2004
2019/01 situacion a  01/01/2019,05-00-000-B-P-025,"15.204.724,35",ESCRITURA,nº 773 de 17/02/2004,ESCRITURA,de reducción de C.S. (RM 07/11/2012),25/03/2004,06/11/2012
2019/01 situacion a  01/01/2019,05-00-000-B-P-025,"8.303.154,66",ESCRITURA,de reducción de C.S. (RM 07/11/2012),ESCRITURA,nº 1344 de 30/12/2013 de reducción de C.S.,07/11/2012,21/05/2014
2019/01 situacion a  01/01/2019,05-00-000-B-P-025,"6.877.914,06",ESCRITURA,nº 1344 de 30/12/2013 de reducción de C.S.,ESCRITURA,nº 1316 de 26/05/2015 de reducción de C.S.,22/05/2014,20/08/2015
2019/01 situacion a  01/01/2019,05-00-000-B-P-025,"5.752.819,13",ESCRITURA,nº 1316 de 26/05/2015 de reducción de C.S.,,,21/08/2015,
2019/01 situacion a  01/01/2019,05-00-000-B-P-015,"120.202,42",ESCRITURA,de constitución nº 2782 de 28/08/1992,ESCRITURA,nº 1614 de 10/06/1999,09/12/1992,22/12/1999
2019/01 situacion a  01/01/2019,05-00-000-B-P-015,"420.708,48",ESCRITURA,nº 1614 de 10/06/1999,ESCRITURA,nº 3035 de 28/09/2001,23/12/1999,06/11/2001
2019/01 situacion a  01/01/2019,05-00-000-B-P-015,"420.707,00",ESCRITURA,nº 3035 de 28/09/2001,ESCRITURA,nº 856 de 20/03/2003,07/11/2001,02/07/2003
2019/01 situacion a  01/01/2019,05-00-000-B-P-015,"2.512.221,80",ESCRITURA,nº 856 de 20/03/2003,,,03/07/2003,
2019/01 situacion a  01/01/2019,05-00-000-B-P-019,"3.606.072,63",ESCRITURA,de constitución nº 2153 de 30/12/1993,,,10/03/1994,
2019/01 situacion a  01/01/2019,05-00-000-B-P-014,"300.506,05",ESCRITURA,de constitución nº 3022 de 19/11/1991,ESCRITURA,nº 279 de 18/01/2002,09/01/1992,04/03/2002
2019/01 situacion a  01/01/2019,05-00-000-B-P-014,"300.505,00",ESCRITURA,nº 279 de 18/01/2002,ESCRITURA,de ampliación de C.S. (RM 03/04/2006),05/03/2002,02/04/2006
2019/01 situacion a  01/01/2019,05-00-000-B-P-014,"1.102.252,34",ESCRITURA,de ampliación de C.S. (RM 03/04/2006),,,03/04/2006,
2019/01 situacion a  01/01/2019,05-00-000-B-P-028,"60.101,21",ESCRITURA,de constitución nº 568 de 12/03/1998,ESCRITURA,nº 2345 de 05/07/2001,31/03/1998,24/07/2001
2019/01 situacion a  01/01/2019,05-00-000-B-P-028,"811.366,34",ESCRITURA,nº 2345 de 05/07/2001,,,25/07/2001,
2019/01 situacion a  01/01/2019,05-00-000-B-P-039,"10.000.039,00",ESCRITURA,nº 319 de 25/02/2015,,,07/04/2015,
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,Consorcio para la presencia y promoción del Alberguismo juvenil (REAJ),OTROS,Convenio de Colaboración de 26/06/2000 BOE 18/3/01,,,26/06/2000,
2019/01 situacion a  01/01/2019,50 -00-013-H-H-000,F. Universitaria para la Cooperación Internacional (FUCI),ESCRITURA,nº 1449 de 29/05/2000 (RF nº 704 de 22/10/2003),,,22/10/2003,
2019/01 situacion a  01/01/2019,05-00-000-B-P-037,"9.178.000,00",ESCRITURA,de constitución nº 1700 de 07/06/2004,ESCRITURA,nº 760 de 06/04/2006,24/12/2004,14/06/2006
2019/01 situacion a  01/01/2019,05-00-000-B-P-037,"11.219.000,00",ESCRITURA,nº 760 de 06/04/2006,ESCRITURA,nº 101 de 12/01/2007,15/06/2006,21/02/2007
2019/01 situacion a  01/01/2019,05-00-000-B-P-037,"21.579.000,00",ESCRITURA,nº 101 de 12/01/2007,ESCRITURA,nº 2402 de 06/07/2012,22/02/2007,19/07/2012
2019/01 situacion a  01/01/2019,05-00-000-B-P-037,"11.219.000,00",ESCRITURA,nº 2402 de 06/07/2012,ESCRITURA,de reducción de C.S. (RM 20/01/2015),20/07/2012,19/01/2015
2019/01 situacion a  01/01/2019,05-00-000-B-P-037,"10.914.000,00",ESCRITURA,de reducción de C.S. (RM 20/01/2015),,,20/01/2015,
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"166,39",ESCRITURA,de constitución nº 3355 de 11/10/1984,ESCRITURA,nº 304 de 04/04/1989,11/10/1984,03/04/1989
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"451.360,09",ESCRITURA,nº 304 de 04/04/1989,ESCRITURA,nº 3423 de 05/12/1989,04/04/1989,07/03/1990
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"1.052.372,19",ESCRITURA,nº 3423 de 05/12/1989,ESCRITURA,nº 214 de 26/01/1996,08/03/1990,29/04/1996
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"2.861.418,63",ESCRITURA,nº 214 de 26/01/1996,ESCRITURA,nº 2456 de 29/06/1998,30/04/1996,08/09/1998
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"3.161.924,68",ESCRITURA,nº 2456 de 29/06/1998,ESCRITURA,nº 2398 de 17/11/1999,09/09/1998,11/04/2000
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"790.481,17",ESCRITURA,nº 2398 de 17/11/1999,ESCRITURA,nº 4549 de 27/12/2001,12/04/2000,01/01/2002
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"790.516,33",ESCRITURA,nº 4549 de 27/12/2001,ESCRITURA,nº 316 de 02/04/2002,02/01/2002,17/04/2002
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"1.541.736,37",ESCRITURA,nº 316 de 02/04/2002,ESCRITURA,nº 214 de 27/02/2003,18/04/2002,01/05/2003
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"452.744,00",ESCRITURA,nº 214 de 27/02/2003,ESCRITURA,de ampliación de C.S. (RM 29/12/2003),02/05/2003,28/12/2003
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"1.294.111,34",ESCRITURA,de ampliación de C.S. (RM 29/12/2003),ESCRITURA,de reducción de C.S. (RM 21/02/2005),29/12/2003,20/02/2005
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"784.443,64",ESCRITURA,de reducción de C.S. (RM 21/02/2005),ESCRITURA,nº 3413 de 07/07/2005,21/02/2005,18/08/2005
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"729.876,90",ESCRITURA,nº 3413 de 07/07/2005,ESCRITURA,nº 2198 de 26/06/2006,19/08/2005,10/09/2006
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"482.249,13",ESCRITURA,nº 2198 de 26/06/2006,ESCRITURA,nº 288 de 21/02/2007,11/09/2006,12/03/2007
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"568.819,14",ESCRITURA,nº 288 de 21/02/2007,ESCRITURA,de ampliación de C.S. (RM 26/08/2008),13/03/2007,25/08/2008
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"586.637,32",ESCRITURA,de ampliación de C.S. (RM 26/08/2008),ESCRITURA,de reducción de C.S. (RM 05/05/2009),26/08/2008,04/05/2009
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"421.346,64",ESCRITURA,de reducción de C.S. (RM 05/05/2009),,,05/05/2009,
2019/01 situacion a  01/01/2019,50 -00-002-N-N-000,Conferencia de Rectores de las Universidades Españolas (CRUE),ACTA,Fundacional de 14-12-1994,,,14/12/1994,
2019/01 situacion a  01/01/2019,05-00-000-B-P-010,"1.202.024,21",ESCRITURA,de constitución nº 4218 de 29/12/1989,ESCRITURA,de reducción de C.S. (RM 26/08/1997),15/03/1990,25/08/1997
2019/01 situacion a  01/01/2019,05-00-000-B-P-010,"931.568,76",ESCRITURA,de reducción de C.S. (RM 26/08/1997),ESCRITURA,nº 1513 de 29/05/2001,26/08/1997,11/06/2001
2019/01 situacion a  01/01/2019,05-00-000-B-P-010,"931.568,00",ESCRITURA,nº 1513 de 29/05/2001,ESCRITURA,nº 463 de 13/03/2003,12/06/2001,18/11/2003
2019/01 situacion a  01/01/2019,05-00-000-B-P-010,"1.299.537,36",ESCRITURA,nº 463 de 13/03/2003,,,19/11/2003,
2019/01 situacion a  01/01/2019,05-00-000-B-P-011,"360.607,26",ESCRITURA,de constitución nº 5550 de 28/12/1989,ESCRITURA,nº 3493 de 17/12/1993,20/03/1990,19/01/1994
2019/01 situacion a  01/01/2019,05-00-000-B-P-011,"6.935.679,68",ESCRITURA,nº 3493 de 17/12/1993,ESCRITURA,Conversión a euros,20/01/1994,31/12/1999
2019/01 situacion a  01/01/2019,05-00-000-B-P-011,"6.935.680,00",ESCRITURA,Conversión a euros,,,01/01/2000,
2019/01 situacion a  01/01/2019,05-00-000-B-P-003,"901.518,16",REAL DECRETO,"810/1985, 30-4 BOE nº 132 de 03/06/81985",ESCRITURA,nº 2909 de 15/09/1994,03/06/1985,09/06/1995
2019/01 situacion a  01/01/2019,05-00-000-B-P-003,"1.379.322,78",ESCRITURA,nº 2909 de 15/09/1994,ESCRITURA,nº 2495 de 02/11/1995,10/06/1995,22/09/1996
2019/01 situacion a  01/01/2019,05-00-000-B-P-003,"3.182.359,09",ESCRITURA,nº 2495 de 02/11/1995,,,23/09/1996,
2019/01 situacion a  01/01/2019,50 -00-000-B-P-001,Regional Geodata Air S.A.,ESCRITURA,de constitución nº 290 de 22/02/2000,,,24/04/2002,
2019/01 situacion a  01/01/2019,05-00-000-B-P-013,"300.506,05",ESCRITURA,de constitución nº 3023 de 19/11/1991,ESCRITURA,nº 830 de 30/03/1993,06/02/1992,22/12/1993
2019/01 situacion a  01/01/2019,05-00-000-B-P-013,"901.518,16",ESCRITURA,nº 830 de 30/03/1993,ESCRITURA,nº 665 de 23/02/2000,23/12/1993,24/04/2001
2019/01 situacion a  01/01/2019,05-00-000-B-P-013,"1.602.899,28",ESCRITURA,nº 665 de 23/02/2000,,,25/04/2001,
2019/01 situacion a  01/01/2019,05-00-000-B-P-036,"40.000,00",ESCRITURA,de constitución,,,02/12/2005,
2019/01 situacion a  01/01/2019,05-00-000-B-P-008,"1.081.821,79",ESCRITURA,de constitución nº 3856 de 28/12/1989,ESCRITURA,nº 1572 de 16/12/1992,27/12/1990,28/11/1993
2019/01 situacion a  01/01/2019,05-00-000-B-P-008,"1.190.003,97",ESCRITURA,nº 1572 de 16/12/1992,ESCRITURA,nº 771 de 17/03/1998,29/11/1993,15/11/1998
2019/01 situacion a  01/01/2019,05-00-000-B-P-008,"2.392.028,18",ESCRITURA,nº 771 de 17/03/1998,ESCRITURA,nº 3094 de 25/10/1999,16/11/1998,29/03/2000
2019/01 situacion a  01/01/2019,05-00-000-B-P-008,"4.796.076,59",ESCRITURA,nº 3094 de 25/10/1999,,,30/03/2000,
2019/01 situacion a  01/01/2019,05-00-000-B-P-021,"60.101,21",ESCRITURA,"de constitución nº 4063 de 21/10/1994, Dec.191/94",ESCRITURA,nº 154 de 20/01/1999,05/11/1994,26/04/1999
2019/01 situacion a  01/01/2019,05-00-000-B-P-021,"4.868.198,05",ESCRITURA,nº 154 de 20/01/1999,ESCRITURA,nº 5762 de 27/11/2001,27/04/1999,13/12/2001
2019/01 situacion a  01/01/2019,05-00-000-B-P-021,"4.868.181,00",ESCRITURA,nº 5762 de 27/11/2001,ESCRITURA,nº 1606 de 05/08/2015,14/12/2001,14/12/2015
2019/01 situacion a  01/01/2019,05-00-000-B-P-021,"474.360,81",ESCRITURA,nº 1606 de 05/08/2015,,,15/12/2015,
2019/01 situacion a  01/01/2019,05-00-000-X-P-007,"60.101,21",ESCRITURA,de constitución nº 1557 de 11/05/1994,ESCRITURA,nº 2875 de 27/06/1997,18/07/1994,02/09/1997
2019/01 situacion a  01/01/2019,05-00-000-X-P-007,"120.202,42",ESCRITURA,nº 2875 de 27/06/1997,,,03/09/1997,
2019/01 situacion a  01/01/2019,07-00-000-B-P-031,"753.333,00",ESCRITURA,"nº 909, de 18/06/2013, de const. (R.M. 04/11/2013)",,,04/11/2013,
2019/01 situacion a  01/01/2019,50 -00-000-X-P-004,SIGMA Gestión Universitaria A.I.E.,ESCRITURA,nº 3064 de 18/09/1996,,,19/02/1997,
2019/01 situacion a  01/01/2019,50 -00-000-X-P-008,"Oficina de Cooperación Universitaria Chile, Ltda.",ESCRITURA,de constitución nº 11.556-01 de 04/09/2001,,,04/09/2001,
2019/01 situacion a  01/01/2019,50 -00-000-X-P-007,"Oficina de Cooperación Universitaria Colombia, Ltda.",ESCRITURA,nº 111 de 29/01/2001,,,29/01/2001,
2019/01 situacion a  01/01/2019,50 -00-012-H-H-000,Fundación Consejo España-China,ESCRITURA,"de constitución nº 921, 12/05/2004",,,12/05/2004,
2019/01 situacion a  01/01/2019,07-00-000-X-P-005,"480.810,00",ESCRITURA,"nº 1276, 08/06/1988",,,22/06/1988,
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,Consorcio para la presencia y promoción del Alberguismo juvenil (REAJ),OTROS,Convenio de Colaboración de 26/06/2000 BOE 18/3/01,,,26/06/2000,
2019/01 situacion a  01/01/2019,50 -00-015-C-C-000,Consorcio Parque Nacional de los Picos de Europa,CONVENIO,de 9 de marzo 2009 (B.O. Cortes Generales 30/6/09),,,25/01/2011,
2019/01 situacion a  01/01/2019,50 -00-013-H-H-000,F. Universitaria para la Cooperación Internacional (FUCI),ESCRITURA,nº 1449 de 29/05/2000 (RF nº 704 de 22/10/2003),,,22/10/2003,
2019/01 situacion a  01/01/2019,07-00-000-B-P-024,"24.040,48",ESCRITURA,"nº 1611, 15/10/1996",,,12/11/1996,
2019/01 situacion a  01/01/2019,50 -00-004-H-H-000,Fundación Camino de la Lengua Castellana,ESCRITURA,"nº 714, de 22-02-2000 (BOE 27-09-00)",,,06/07/2000,
2019/01 situacion a  01/01/2019,07-00-000-X-P-020,"610.000,00",ESCRITURA,"nº 59, 10/01/2003",,,31/03/2003,
2019/01 situacion a  01/01/2019,50 -00-000-X-P-001,"Oficina de Cooperación Universitaria, S.A.",ESCRITURA,De Constitución nº 2.295 de 11/05/1994,,,18/07/1994,
2019/01 situacion a  01/01/2019,07-00-000-B-P-023,"30.050,60",REAL DECRETO,"907/1995, de 2/07(Esc.Cons. nº 322, de 08/06/1989)",ESCRITURA,"de ampliac. cap. Núm. 2964, de 01/10/1991",12/07/1989,09/06/1992
2019/01 situacion a  01/01/2019,07-00-000-B-P-023,"60.101,00",ESCRITURA,"de ampliac. cap. Núm. 2964, de 01/10/1991",ESCRITURA,"de ampliac. cap. Núm. 177, de 01/02/2006",10/06/1992,07/03/2006
2019/01 situacion a  01/01/2019,07-00-000-B-P-023,"480.800,00",ESCRITURA,"de ampliac. cap. Núm. 177, de 01/02/2006",ESCRITURA,"ampliac. cap.,modif.estatuto.,Num.2414,23/11/2015",08/03/2006,30/11/2015
2019/01 situacion a  01/01/2019,07-00-000-B-P-023,"745.116,00",ESCRITURA,"ampliac.cap.,modif.estatuto,Num 2414,23/11/2015",,,01/12/2015,
2019/01 situacion a  01/01/2019,50 -00-002-N-N-000,Conferencia de Rectores de las Universidades Españolas (CRUE),ACTA,Fundacional de 14-12-1994,,,14/12/1994,
2019/01 situacion a  01/01/2019,07-00-000-X-P-019,"600.000,00",ESCRITURA,"nº 50, 10/01/2003",,,19/02/2003,
2019/01 situacion a  01/01/2019,50 -00-000-X-P-010,"Oficina de Cooperación Universitaria República Dominicana, S.A.",RESOLUCION,Junta General Constitutiva de 08/03/2006,,,08/03/2006,
2019/01 situacion a  01/01/2019,07-00-000-X-P-021,"600.000,00",ESCRITURA,"de constitunción nº 846, de 27/07/2008",,,25/09/2008,
2019/01 situacion a  01/01/2019,07-00-000-B-P-025,"5.000.000,00",ESCRITURA,"nº 244, 25-1-2007",ESCRITURA,"nº 2185, de 30/07/2008",06/07/2007,23/09/2008
2019/01 situacion a  01/01/2019,07-00-000-B-P-025,"13.830.000,00",ESCRITURA,"nº 2185, de 30/07/2008",ESCRITURA,"nº1865, de 13/7/2010",24/09/2008,30/08/2010
2019/01 situacion a  01/01/2019,07-00-000-B-P-025,"17.830.000,00",ESCRITURA,"nº1865, de 13/7/2010",ESCRITURA,"Escritura de Ampliación de capital,nº2571,16-12-11",31/08/2010,12/01/2012
2019/01 situacion a  01/01/2019,07-00-000-B-P-025,"18.095.000,00",ESCRITURA,"de ampliación de capital, nº 2571, de 16-12-2011",,,13/01/2012,
2019/01 situacion a  01/01/2019,50 -00-001-H-H-000,Fundación Univespaña,ESCRITURA,de 23/10/1999 (O. 30/12/99 BOE 1/02/2000),,,30/12/1999,
2019/01 situacion a  01/01/2019,15-00-000-X-P-115,"600.000,00",ESCRITURA,"de const. de 16/12/2010 (Dec. 273/2010, de 26/10)",,,08/02/2011,
2019/01 situacion a  01/01/2019,15-00-000-X-P-108,"3.300,00",ESCRITURA,"de const. de 14/04/2005 (Dec. 60/2005, de 29-03)",ESCRITURA,de amp. C.S. (R.M.21/04/2006),26/04/2005,20/04/2006
2019/01 situacion a  01/01/2019,15-00-000-X-P-108,"1.203.300,00",ESCRITURA,de amp. C.S. (R.M.21/04/2006),,,21/04/2006,
2019/01 situacion a  01/01/2019,15-00-000-B-P-007,"300.506,05",ESCRITURA,de const. de 30/09/1985,ESCRITURA,de ampliación de C.S. (RM 06/03/2013),30/09/1985,05/03/2013
2019/01 situacion a  01/01/2019,15-00-000-B-P-007,"100.659.700,00",ESCRITURA,de ampliación de C.S. (RM 06/03/2013),,,06/03/2013,
2019/01 situacion a  01/01/2019,15-00-000-B-P-010,"6.010,12",ESCRITURA,"de const. de 26/01/1983 (Dec. 218/1982, 08-11)",REGISTRO MERCANTIL,R.M. 17/01/2006,26/01/1983,16/01/2006
2019/01 situacion a  01/01/2019,15-00-000-B-P-010,"2.843.625,60",REGISTRO MERCANTIL,R.M. 17/01/2006,,,17/01/2006,
2019/01 situacion a  01/01/2019,15-00-000-B-P-078,"300.506,05",ESCRITURA,"de const. de 26/01/1994 (Dec.335/1993, 28-12)",ESCRITURA,de ampliación de C.S. (RM 13/02/1996),12/07/1994,12/02/1996
2019/01 situacion a  01/01/2019,15-00-000-B-P-078,"5.349.007,73",ESCRITURA,de ampliación de C.S. (RM 13/02/1996),ESCRITURA,de ampliación de C.S. (RM 18/11/1996),13/02/1996,17/11/1996
2019/01 situacion a  01/01/2019,15-00-000-B-P-078,"12.419.740,84",ESCRITURA,de ampliación de C.S. (RM 18/11/1996),ESCRITURA,de ampliación de C.S. (RM 15/06/1998),18/11/1996,14/06/1998
2019/01 situacion a  01/01/2019,15-00-000-B-P-078,"17.107.394,85",ESCRITURA,de ampliación de C.S. (RM 15/06/1998),ESCRITURA,de ampliación de C.S. (RM 16/10/1998),15/06/1998,15/10/1998
2019/01 situacion a  01/01/2019,15-00-000-B-P-078,"23.676.252,81",ESCRITURA,de ampliación de C.S. (RM 16/10/1998),ESCRITURA,de ampliación de C.S. (RM 24/02/2000),16/10/1998,23/02/2000
2019/01 situacion a  01/01/2019,15-00-000-B-P-078,"28.784.855,70",ESCRITURA,de ampliación de C.S. (RM 24/02/2000),ESCRITURA,de ampliación de C.S. (RM 05/03/2001),24/02/2000,04/03/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-078,"30.700.581,78",ESCRITURA,de ampliación de C.S. (RM 05/03/2001),ESCRITURA,de reducción y ampliación de C.S. (RM 18/03/2002),05/03/2001,17/03/2002
