version,codigo_ente,nombre,fuente_alta,inf_fuente_alta,fuente_baja,inf_fuente_baja,alta_desde,baja_desde
2019/01 situacion a  01/01/2019,15-00-000-B-P-001,"1.745.435,25",ESCRITURA,de ampliac. C.S (R.M.14/08/2015),ESCRITURA,de ampliac. C.S (R.M.22/02/2016),14/08/2015,21/02/2016
2019/01 situacion a  01/01/2019,15-00-000-B-P-001,"1.765.442,25",ESCRITURA,de ampliac. C.S (R.M.22/02/2016),ESCRITURA,de reducción C.S. (R.M. 16/01/2017),22/02/2016,15/01/2017
2019/01 situacion a  01/01/2019,15-00-000-B-P-001,"1.018.953,00",ESCRITURA,de reducción C.S. (R.M. 16/01/2017),ESCRITURA,de ampliación C.S. (R.M. 13/02/2017),16/01/2017,12/02/2017
2019/01 situacion a  01/01/2019,15-00-000-B-P-001,"1.038.960,00",ESCRITURA,de ampliación C.S. (R.M. 13/02/2017),ESCRITURA,de ampliación C.S. (R.M. 15/03/2018),13/02/2017,14/03/2018
2019/01 situacion a  01/01/2019,15-00-000-B-P-001,"1.058.967,00",ESCRITURA,de ampliación C.S. (R.M. 15/03/2018),,,15/03/2018,
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"601,01",ESCRITURA,"de const. de 04/11/1982 (Dec. 157/1982, 19-7",ESCRITURA,de ampliac. C.S (R.M.14/11/1990),04/11/1982,13/11/1990
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"25.008.245,88",ESCRITURA,de ampliac. C.S (R.M.14/11/1990),ESCRITURA,de ampliac. C.S (R.M.11/03/1991),14/11/1990,10/03/1991
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"30.862.103,78",ESCRITURA,de ampliac. C.S (R.M.11/03/1991),ESCRITURA,de ampliac. C.S (R.M.30/01/1992),11/03/1991,29/01/1992
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"37.310.963,66",ESCRITURA,de ampliac. C.S (R.M.30/01/1992),ESCRITURA,de ampliac. C.S (R.M.17/03/1994),30/01/1992,16/03/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"42.295.758,05",ESCRITURA,de ampliac. C.S (R.M.17/03/1994),ESCRITURA,de ampliac. C.S (R.M.18/03/1994),17/03/1994,17/03/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"46.968.026,15",ESCRITURA,de ampliac. C.S (R.M.18/03/1994),ESCRITURA,de ampliac. C.S (R.M.30/11/1994),18/03/1994,29/11/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"49.748.308,15",ESCRITURA,de ampliac. C.S (R.M.30/11/1994),ESCRITURA,de ampliac. C.S (R.M.20/03/1996),30/11/1994,19/03/1996
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"52.452.862,62",ESCRITURA,de ampliac. C.S (R.M.20/03/1996),ESCRITURA,de ampliac. C.S (R.M.19/05/1997),20/03/1996,18/05/1997
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"5.485.691,10",ESCRITURA,de ampliac. C.S (R.M.19/05/1997),ESCRITURA,de ampliac. C.S (R.M.26/05/1998),19/05/1997,25/05/1998
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"25.524.455,18",ESCRITURA,de ampliac. C.S (R.M.26/05/1998),ESCRITURA,de ampliac. C.S (R.M.07/04/1999),26/05/1998,06/04/1999
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"25.584.556,39",ESCRITURA,de ampliac. C.S (R.M.07/04/1999),ESCRITURA,de ampliac. C.S (R.M.13/11/2000),07/04/1999,12/11/2000
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"31.594.677,43",ESCRITURA,de ampliac. C.S (R.M.13/11/2000),ESCRITURA,de ampliac. C.S (R.M.12/12/2001),13/11/2000,11/12/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"37.604.798,48",ESCRITURA,de ampliac. C.S (R.M.12/12/2001),ESCRITURA,de ampliac. C.S (R.M.02/09/2003),12/12/2001,01/09/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"49.254.985,05",ESCRITURA,de ampliac. C.S (R.M.02/09/2003),ESCRITURA,de ampliac. C.S (R.M.21/04/2004),02/09/2003,20/04/2004
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"60.184.650,85",ESCRITURA,de ampliac. C.S (R.M.21/04/2004),ESCRITURA,de ampliac. C.S (R.M.26/01/2005),21/04/2004,25/01/2005
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"63.425.146,69",ESCRITURA,de ampliac. C.S (R.M.26/01/2005),ESCRITURA,de ampliac. C.S (R.M.28/02/2006),26/01/2005,27/02/2006
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"66.911.938,34",ESCRITURA,de ampliac. C.S (R.M.28/02/2006),ESCRITURA,de ampliac. C.S (R.M.31/01/2007),28/02/2006,30/01/2007
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"79.737.332,43",ESCRITURA,de ampliac. C.S (R.M.31/01/2007),ESCRITURA,de ampliac. C.S (R.M.13/02/2008),31/01/2007,12/02/2008
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"83.336.030,28",ESCRITURA,de ampliac. C.S (R.M.13/02/2008),ESCRITURA,de ampliac. C.S (R.M.09/03/2009),13/02/2008,08/03/2009
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"90.228.418,48",ESCRITURA,de ampliac. C.S (R.M.09/03/2009),ESCRITURA,de ampliac. C.S (R.M.11/03/2010),09/03/2009,10/03/2010
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"94.918.418,14",ESCRITURA,de ampliac. C.S (R.M.11/03/2010),ESCRITURA,de ampliac. C.S (R.M.17/05/2011),11/03/2010,16/05/2011
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"98.648.416,46",ESCRITURA,de ampliac. C.S (R.M.17/05/2011),ESCRITURA,de ampliac. C.S (R.M.27/02/2012),17/05/2011,26/02/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"101.603.413,26",ESCRITURA,de ampliac. C.S (R.M.27/02/2012),ESCRITURA,de ampliac. C.S (R.M.22/03/2013),27/02/2012,21/03/2013
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"102.953.409,51",ESCRITURA,de ampliac. C.S (R.M.22/03/2013),ESCRITURA,de ampliac. C.S (R.M.07/04/20143),22/03/2013,06/04/2013
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"103.553.405,84",ESCRITURA,de ampliac. C.S (R.M.07/04/20143),ESCRITURA,de reduc. C.S (R.M.02/03/2015),07/04/2013,01/03/2015
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"46.766.851,06",ESCRITURA,de reduc y ampl. C.S (R.M.02/03/2015),ESCRITURA,de ampliac. C.S. (R.M.17/03/2016),02/03/2015,16/03/2016
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"47.616.851,37",ESCRITURA,de ampliac. C.S. (R.M.17/03/2016),ESCRITURA,de ampliac. C.S. (R.M.13/02/2017),17/03/2016,12/02/2017
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"48.466.851,68",ESCRITURA,de ampliac. C.S. (R.M.13/02/2017),ESCRITURA,de ampliac. C.S. (R.M. 02/03/2018),13/02/2017,01/03/2018
2019/01 situacion a  01/01/2019,15-00-000-B-P-002,"50.956.043,43",ESCRITURA,de ampliac. C.S. (R.M. 02/03/2018),,,02/03/2018,
2019/01 situacion a  01/01/2019,15-00-000-B-P-003,"601,01",ESCRITURA,"de const. de 04/11/1982 (Dec. 158/1982, 19-7",,R.M.02/03/2015,04/11/1982,01/03/2015
2019/01 situacion a  01/01/2019,15-00-000-B-P-003,"2.508.609,96",REGISTRO MERCANTIL,R.M.02/03/2015,ESCRITURA,de ampl. C.S. (R.M.17/03/2016),02/03/2015,16/03/2016
2019/01 situacion a  01/01/2019,15-00-000-B-P-003,"2.558.609,64",ESCRITURA,de ampl. C.S. (R.M.17/03/2016),ESCRITURA,de reducción C.S. (R.M.23/12/2016),17/03/2016,22/12/2016
2019/01 situacion a  01/01/2019,15-00-000-B-P-003,"435.017,52",ESCRITURA,de reducción C.S. (R.M.23/12/2016),ESCRITURA,de ampl. C.S. (R.M.20/01/2017),23/12/2016,19/01/2017
2019/01 situacion a  01/01/2019,15-00-000-B-P-003,"485.017,20",ESCRITURA,de ampl. C.S. (R.M.20/01/2017),ESCRITURA,de ampliación C.S. (R.M. 02/03/2018),20/01/2017,01/03/2018
2019/01 situacion a  01/01/2019,15-00-000-B-P-003,"550.828,08",ESCRITURA,de ampliación C.S. (R.M. 02/03/2018),,,02/03/2018,
2019/01 situacion a  01/01/2019,15-00-000-B-P-004,"601,01",ESCRITURA,"de const. de 20/04/1982 (Dec. 60/1982, 1-2",REGISTRO MERCANTIL,R.M. 01/12/2005,20/04/1982,30/11/2005
2019/01 situacion a  01/01/2019,15-00-000-B-P-004,"15.538.764,85",REGISTRO MERCANTIL,R.M. 01/12/2005,,,01/12/2005,
2019/01 situacion a  01/01/2019,15-00-000-B-P-005,"601,01",ESCRITURA,"de const. de 20/04/1982 (Dec.62/1982, 15-02)",REGISTRO MERCANTIL,R.M. 15/07/2005,20/04/1982,14/07/2005
2019/01 situacion a  01/01/2019,15-00-000-B-P-005,"1.447.000,00",REGISTRO MERCANTIL,R.M. 15/07/2005,ESCRITURA,de reducción de C.S. (RM 14/02/2017),15/07/2005,13/02/2017
2019/01 situacion a  01/01/2019,15-00-000-B-P-005,"743.000,00",ESCRITURA,de reducción de C.S. (RM 14/02/2017),ESCRITURA,de ampliación de C.S. (RM 20/12/2018),14/02/2017,19/12/2018
2019/01 situacion a  01/01/2019,15-00-000-B-P-005,"1.273.000,00",ESCRITURA,de ampliación de C.S. (RM 20/12/2018),,,20/12/2018,
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"12.020.242,09",ESCRITURA,"de const. de 21/09/1981 (Ley 5/1981,10-6)",ESCRITURA,de ampliación de C.S. (anterior a 1990),21/09/1981,31/12/1989
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"41.517.916,17",ESCRITURA,de ampliación de C.S. (anterior a 1990),ESCRITURA,de ampliación de C.S. (RM 22/06/1990),01/01/1990,21/06/1990
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"49.932.085,63",ESCRITURA,de ampliación de C.S. (RM 22/06/1990),ESCRITURA,de ampliación de C.S. (RM 23/12/1991),22/06/1990,22/12/1991
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"58.947.267,20",ESCRITURA,de ampliación de C.S. (RM 23/12/1991),ESCRITURA,de ampliación de C.S. (RM 24/03/1992),23/12/1991,23/03/1992
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"61.952.327,72",ESCRITURA,de ampliación de C.S. (RM 24/03/1992),ESCRITURA,de ampliación de C.S. (RM 09/10/1992),24/03/1992,08/10/1992
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"70.967.509,29",ESCRITURA,de ampliación de C.S. (RM 09/10/1992),ESCRITURA,de ampliación de C.S. (RM 15/02/1993),09/10/1992,14/02/1993
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"74.783.936,15",ESCRITURA,de ampliación de C.S. (RM 15/02/1993),ESCRITURA,de ampliación de C.S. (RM 28/06/1993),15/02/1993,27/06/1993
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"100.026.444,53",ESCRITURA,de ampliación de C.S. (RM 28/06/1993),ESCRITURA,de ampliación de C.S. (RM 10/12/1993),28/06/1993,09/12/1993
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"116.229.730,87",ESCRITURA,de ampliación de C.S. (RM 10/12/1993),ESCRITURA,de ampliación de C.S. (RM 02/11/1994),10/12/1993,01/11/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"133.478.778,26",ESCRITURA,de ampliación de C.S. (RM 02/11/1994),ESCRITURA,de ampliación de C.S. (RM 02/10/1995),02/11/1994,01/10/1995
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"143.695.984,04",ESCRITURA,de ampliación de C.S. (RM 02/10/1995),ESCRITURA,de ampliación de C.S. (RM 23/09/1996),02/10/1995,22/09/1996
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"151.346.868,13",ESCRITURA,de ampliación de C.S. (RM 23/09/1996),ESCRITURA,de ampliación de C.S. (RM 16/05/1997),23/09/1996,15/05/1997
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"156.365.920,21",ESCRITURA,de ampliación de C.S. (RM 16/05/1997),ESCRITURA,de ampliación de C.S. (RM 23/02/1999),16/05/1997,22/02/1999
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"163.944.682,85",ESCRITURA,de ampliación de C.S. (RM 23/02/1999),ESCRITURA,de ampliación de C.S. (RM 18/01/2000),23/02/1999,17/01/2000
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"173.957.544,50",ESCRITURA,de ampliación de C.S. (RM 18/01/2000),ESCRITURA,de ampl. y red. de C.S. (RM 07/06/2001),18/01/2000,06/06/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"69.389.191,40",ESCRITURA,de ampl. y red. de C.S. (RM 07/06/2001),ESCRITURA,de ampliación de C.S. (RM 17/10/2001),07/06/2001,16/10/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"121.162.500,00",ESCRITURA,de ampliación de C.S. (RM 17/10/2001),ESCRITURA,de ampliación de C.S. (RM 05/03/2002),17/10/2001,04/03/2002
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"121.162.600,00",ESCRITURA,de ampliación de C.S. (RM 05/03/2002),ESCRITURA,de ampliación de C.S. (RM 19/03/2003),05/03/2002,18/03/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"130.195.200,00",ESCRITURA,de ampliación de C.S. (RM 19/03/2003),ESCRITURA,de ampliación de C.S. (RM 08/03/2004),19/03/2003,07/03/2004
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"154.665.300,00",ESCRITURA,de ampliación de C.S. (RM 08/03/2004),ESCRITURA,de ampliación de C.S. (RM 07/02/2005),08/03/2004,06/02/2005
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"174.935.400,00",ESCRITURA,de ampliación de C.S. (RM 07/02/2005),ESCRITURA,de ampliación de C.S. (RM 15/03/2005),07/02/2005,14/03/2005
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"177.935.400,00",ESCRITURA,de ampliación de C.S. (RM 15/03/2005),ESCRITURA,de ampliación de C.S. (RM 23/02/2006),15/03/2005,22/02/2006
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"197.543.000,00",ESCRITURA,de ampliación de C.S. (RM 23/02/2006),ESCRITURA,de ampliación de C.S. (RM 26/02/2007),23/02/2006,25/02/2007
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"212.150.600,00",ESCRITURA,de ampliación de C.S. (RM 26/02/2007),ESCRITURA,de ampliación de C.S. (RM 10/03/2008),26/02/2007,09/03/2008
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"241.839.200,00",ESCRITURA,de ampliación de C.S. (RM 10/03/2008),ESCRITURA,de ampliación de C.S. (RM 26/01/2009),10/03/2008,25/01/2009
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"272.059.600,00",ESCRITURA,de ampliación de C.S. (RM 26/01/2009),ESCRITURA,de ampliación de C.S. (RM 18/02/2009),26/01/2009,17/02/2009
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"288.226.900,00",ESCRITURA,de ampliación de C.S. (RM 18/02/2009),ESCRITURA,de ampliación de C.S. (RM 01/02/2010),18/02/2009,31/01/2010
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"320.080.800,00",ESCRITURA,de ampliación de C.S. (RM 01/02/2010),ESCRITURA,de ampliación de C.S. (RM 18/02/2010),01/02/2010,17/02/2010
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"340.580.800,00",ESCRITURA,de ampliación de C.S. (RM 18/02/2010),ESCRITURA,de ampliación de C.S. (RM 11/01/2011),18/02/2010,10/01/2011
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"375.580.800,00",ESCRITURA,de ampliación de C.S. (RM 11/01/2011),ESCRITURA,de ampliación de C.S. (RM 21/02/2011),11/01/2011,20/02/2011
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"395.630.800,00",ESCRITURA,de ampliación de C.S. (RM 21/02/2011),ESCRITURA,de ampliación de C.S. (RM 12/03/2012),21/02/2011,11/03/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"418.630.800,00",ESCRITURA,de ampliación de C.S. (RM 12/03/2012),ESCRITURA,de ampliación de C.S. (RM 04/02/2013),12/03/2012,03/02/2013
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"419.730.800,00",ESCRITURA,de ampliación de C.S. (RM 04/02/2013),ESCRITURA,de ampliación de C.S. (RM 17/10/2014),04/02/2013,16/10/2014
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"425.008.300,00",ESCRITURA,de ampliación de C.S. (RM 17/10/2014),ESCRITURA,de ampliación de C.S. (RM 04/05/2015),17/10/2014,03/05/2015
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"427.408.300,00",ESCRITURA,de ampliación de C.S. (RM 04/05/2015),ESCRITURA,de ampliación de C.S. (R.M.01/09/2015),04/05/2015,31/08/2015
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"431.968.000,00",ESCRITURA,de ampliación de C.S. (R.M.01/09/2015),ESCRITURA,de ampliación de C.S. (R.M.22/03/2016),01/09/2015,21/03/2016
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"436.968.000,00",ESCRITURA,de ampliación de C.S. (R.M.22/03/2016),ESCRITURA,de ampliación de C.S. (R.M.23/09/2016),22/03/2016,22/09/2016
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"452.632.600,00",ESCRITURA,de ampliación de C.S. (R.M.23/09/2016),ESCRITURA,de ampliación de C.S. (R.M.06/03/2017),23/09/2016,05/03/2017
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"459.632.600,00",ESCRITURA,de ampliación de C.S. (R.M.06/03/2017),ESCRITURA,de ampliación de C.S. (R.M.28/08/2017),06/03/2017,27/08/2017
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"476.142.600,00",ESCRITURA,de ampliación de C.S. (R.M.28/08/2017),ESCRITURA,de ampliación de C.S. (R.M. 27/03/2018),28/08/2017,26/03/2018
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"480.042.600,00",ESCRITURA,de ampliación de C.S. (R.M. 27/03/2018),,,27/03/2018,
2019/01 situacion a  01/01/2019,15-00-000-B-P-007,"300.506,05",ESCRITURA,de const. de 30/09/1985,ESCRITURA,de ampliación de C.S. (RM 06/03/2013),30/09/1985,05/03/2013
2019/01 situacion a  01/01/2019,15-00-000-B-P-007,"100.659.700,00",ESCRITURA,de ampliación de C.S. (RM 06/03/2013),,,06/03/2013,
2019/01 situacion a  01/01/2019,15-00-000-B-P-008,"300.506,05",ESCRITURA,"de const. de 04/10/1985 (Dec.294/1985, 17-09)",ESCRITURA,de ampliación de C.S. (anterior a 1990),04/10/1985,31/12/1989
2019/01 situacion a  01/01/2019,15-00-000-B-P-008,"498.840,05",ESCRITURA,de ampliación de C.S. (anterior a 1990),ESCRITURA,de ampliación de C.S. (RM 13/04/1994),01/01/1990,12/04/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-008,"691.163,92",ESCRITURA,de ampliación de C.S. (RM 13/04/1994),ESCRITURA,de reducción de C.S. (RM 23/11/2000),13/04/1994,22/11/2000
2019/01 situacion a  01/01/2019,15-00-000-B-P-008,"690.000,00",ESCRITURA,de reducción de C.S. (RM 23/11/2000),,,23/11/2000,
2019/01 situacion a  01/01/2019,15-00-000-B-P-010,"6.010,12",ESCRITURA,"de const. de 26/01/1983 (Dec. 218/1982, 08-11)",REGISTRO MERCANTIL,R.M. 17/01/2006,26/01/1983,16/01/2006
2019/01 situacion a  01/01/2019,15-00-000-B-P-010,"2.843.625,60",REGISTRO MERCANTIL,R.M. 17/01/2006,,,17/01/2006,
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"570.961,50",ESCRITURA,"de const. de 02/03/1983 (Dec.241/1982, 20-12)",ESCRITURA,de ampliación de C.S. (anterior a 1990),02/03/1983,31/12/1989
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"4.531.030,25",ESCRITURA,de ampliación de C.S. (anterior a 1990),ESCRITURA,de ampliación de C.S. (RM 22/05/1990),01/01/1990,21/05/1990
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"9.339.127,09",ESCRITURA,de ampliación de C.S. (RM 22/05/1990),ESCRITURA,de ampliación de C.S. (RM 30/08/1991),22/05/1990,29/08/1991
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"11.743.175,51",ESCRITURA,de ampliación de C.S. (RM 30/08/1991),ESCRITURA,de ampliación de C.S. (RM 21/01/1993),30/08/1991,20/01/1993
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"14.419.482,41",ESCRITURA,de ampliación de C.S. (RM 21/01/1993),ESCRITURA,de ampliación de C.S. (RM 06/10/1993),21/01/1993,05/10/1993
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"15.922.012,67",ESCRITURA,de ampliación de C.S. (RM 06/10/1993),ESCRITURA,de ampliación de C.S. (RM 19/01/1994),06/10/1993,18/01/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"16.673.277,80",ESCRITURA,de ampliación de C.S. (RM 19/01/1994),ESCRITURA,de ampliación de C.S. (RM 18/08/1994),19/01/1994,17/08/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"17.454.593,54",ESCRITURA,de ampliación de C.S. (RM 18/08/1994),ESCRITURA,de ampliación de C.S. (RM 29/02/1996),18/08/1994,28/02/1996
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"73.348.719,24",ESCRITURA,de ampliación de C.S. (RM 29/02/1996),ESCRITURA,de ampliación de C.S. (RM 08/07/1996),29/02/1996,07/07/1996
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"78.340.725,78",ESCRITURA,de ampliación de C.S. (RM 08/07/1996),ESCRITURA,de ampliación de C.S. (RM 10/02/1998),08/07/1996,09/02/1998
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"82.431.214,16",ESCRITURA,de ampliación de C.S. (RM 10/02/1998),ESCRITURA,de ampliación de C.S. (RM 27/01/1999),10/02/1998,26/01/1999
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"91.446.395,73",ESCRITURA,de ampliación de C.S. (RM 27/01/1999),ESCRITURA,de ampliación de C.S. (RM 23/02/2000),27/01/1999,22/02/2000
