version,codigo_ente,nombre,fuente_alta,inf_fuente_alta,fuente_baja,inf_fuente_baja,alta_desde,baja_desde
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"96.993.737,45",ESCRITURA,de ampliación de C.S. (RM 23/02/2000),ESCRITURA,de reducción y ampliación de C.S. (RM 15/06/2001),23/02/2000,14/06/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"83.065.900,00",ESCRITURA,de reducción y ampliación de C.S. (RM 15/06/2001),ESCRITURA,de ampliación de C.S. (RM 09/04/2002),15/06/2001,08/04/2002
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"89.076.000,00",ESCRITURA,de ampliación de C.S. (RM 09/04/2002),ESCRITURA,de ampliación de C.S. (RM 14/02/2003),09/04/2002,13/02/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"96.137.800,00",ESCRITURA,de ampliación de C.S. (RM 14/02/2003),ESCRITURA,de ampliación de C.S. (RM 27/02/2003),14/02/2003,26/02/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"96.187.800,00",ESCRITURA,de ampliación de C.S. (RM 27/02/2003),ESCRITURA,de ampliación de C.S. (RM 24/03/2004),27/02/2003,23/03/2004
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"103.249.600,00",ESCRITURA,de ampliación de C.S. (RM 24/03/2004),ESCRITURA,de ampliación de C.S. (RM 22/02/2005),24/03/2004,21/02/2005
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"115.355.200,00",ESCRITURA,de ampliación de C.S. (RM 22/02/2005),ESCRITURA,de ampliación de C.S. (RM 07/02/2006),22/02/2005,06/02/2006
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"123.255.200,00",ESCRITURA,de ampliación de C.S. (RM 07/02/2006),ESCRITURA,de ampliación de C.S. (RM 26/01/2007),07/02/2006,25/01/2007
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"128.172.600,00",ESCRITURA,de ampliación de C.S. (RM 26/01/2007),ESCRITURA,de ampliación de C.S. (RM 28/11/2007),26/01/2007,27/11/2007
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"133.172.600,00",ESCRITURA,de ampliación de C.S. (RM 28/11/2007),ESCRITURA,de ampliación de C.S. (RM 27/10/2008),28/11/2007,26/10/2008
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"138.172.600,00",ESCRITURA,de ampliación de C.S. (RM 27/10/2008),ESCRITURA,de ampliación de C.S. (RM 12/05/2009),27/10/2008,11/05/2009
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"140.830.700,00",ESCRITURA,de ampliación de C.S. (RM 12/05/2009),ESCRITURA,de ampliación de C.S. (RM 04/12/2009),12/05/2009,03/12/2009
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"160.159.000,00",ESCRITURA,de ampliación de C.S. (RM 04/12/2009),ESCRITURA,de ampliación de C.S. (RM 12/02/2010),04/12/2009,11/02/2010
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"170.659.000,00",ESCRITURA,de ampliación de C.S. (RM 12/02/2010),ESCRITURA,de ampliación de C.S. (RM 15/11/2010),12/02/2010,14/11/2010
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"176.959.000,00",ESCRITURA,de ampliación de C.S. (RM 15/11/2010),ESCRITURA,de ampliación de C.S. (RM 17/01/2011),15/11/2010,16/01/2011
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"187.009.000,00",ESCRITURA,de ampliación de C.S. (RM 17/01/2011),ESCRITURA,de ampliación de C.S. (RM 28/07/2012),17/01/2011,27/07/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"187.948.700,00",ESCRITURA,de ampliación de C.S. (RM 28/07/2012),ESCRITURA,de ampliación de C.S. (RM 05/02/2013),28/07/2012,04/02/2013
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"189.048.700,00",ESCRITURA,de ampliación de C.S. (RM 05/02/2013),ESCRITURA,de ampliación de C.S. (RM 25/09/2014),05/02/2013,24/09/2014
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"198.298.700,00",ESCRITURA,de ampliación de C.S. (RM 25/09/2014),ESCRITURA,de ampliación de C.S. (RM 17/04/2015),25/09/2014,16/04/2015
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"200.698.700,00",ESCRITURA,de ampliación de C.S. (RM 17/04/2015),ESCRITURA,de ampliación de C.S. (RM 30/07/2015),17/04/2015,29/07/2015
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"201.698.700,00",ESCRITURA,de ampliación de C.S. (RM 30/07/2015),ESCRITURA,de ampliación de C.S. (RM 20/01/2016),30/07/2015,19/01/2016
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"206.698.700,00",ESCRITURA,de ampliación de C.S. (RM 20/01/2016),ESCRITURA,de ampliación de C.S. (RM 23/09/2016),20/01/2016,22/09/2016
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"219.698.700,00",ESCRITURA,de ampliación de C.S. (RM 23/09/2016),ESCRITURA,de ampliación de C.S. (RM 06/02/2017),23/09/2016,05/02/2017
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"227.698.700,00",ESCRITURA,de ampliación de C.S. (RM 06/02/2017),ESCRITURA,de ampliación de C.S. (R.M.29/08/2017),06/02/2017,28/08/2017
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"240.698.700,00",ESCRITURA,de ampliación de C.S. (R.M.29/08/2017),ESCRITURA,de ampliación de C.S. (R.M. 08/01/2018),29/08/2017,07/01/2018
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"244.598.700,00",ESCRITURA,de ampliación de C.S. (R.M. 08/01/2018),,,08/01/2018,
2019/01 situacion a  01/01/2019,15-00-000-B-P-013,"601,01",ESCRITURA,"de const. de 25/06/1982 (Dec.105/1982, 24-05)",REGISTRO MERCANTIL,R.M.30/01/2008,25/06/1982,29/01/2008
2019/01 situacion a  01/01/2019,15-00-000-B-P-013,"72.394.670,00",REGISTRO MERCANTIL,R.M.30/01/2008,ESCRITURA,de reducción de capital (R.M.29/12/2017),30/01/2008,28/12/2017
2019/01 situacion a  01/01/2019,15-00-000-B-P-013,"17.236.826,20",ESCRITURA,de reducción de capital (R.M.29/12/2017),,,29/12/2017,
2019/01 situacion a  01/01/2019,15-00-000-B-P-014,"4.157.056,00",REGISTRO MERCANTIL,Registro Mercantil de 17/02/2009,,,17/02/2009,
2019/01 situacion a  01/01/2019,15-00-000-B-P-017,"240.404,84",ESCRITURA,"de const.nº 621 de 29/03/1983(Dec. 19/1988, 14-2)",ESCRITURA,de ampliación de C.S. (RM anterior a 1990),29/03/1983,31/12/1989
2019/01 situacion a  01/01/2019,15-00-000-B-P-017,"1.682.833,89",ESCRITURA,de ampliación de C.S. (RM anterior a 1990),ESCRITURA,de reducción de C.S. (RM 12/04/2000),01/01/1990,11/04/2000
2019/01 situacion a  01/01/2019,15-00-000-B-P-017,"1.120.000,00",ESCRITURA,de reducción de C.S. (RM 12/04/2000),ESCRITURA,de ampliación de C.S. (RM 13/09/2004),12/04/2000,12/09/2004
2019/01 situacion a  01/01/2019,15-00-000-B-P-017,"1.520.000,00",ESCRITURA,de ampliación de C.S. (RM 13/09/2004),ESCRITURA,de ampliación de C.S. (RM 01/03/2005),13/09/2004,28/02/2005
2019/01 situacion a  01/01/2019,15-00-000-B-P-017,"2.720.000,00",ESCRITURA,de ampliación de C.S. (RM 01/03/2005),ESCRITURA,de reducción de C.S. (R.M.14/06/2016),01/03/2005,13/06/2016
2019/01 situacion a  01/01/2019,15-00-000-B-P-017,"100.000,00",ESCRITURA,de reducción de C.S. (R.M.14/06/2016),,,14/06/2016,
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"1.202.024,21",ESCRITURA,"de const.nº 8086 de 30/12/1983(Dec.279/1983,19-12)",ESCRITURA,de ampliación de C.S. (anterior a 1990),30/12/1983,31/12/1989
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"2.234.563,01",ESCRITURA,de ampliación de C.S. (anterior a 1990),ESCRITURA,de ampliación de C.S. (RM 30/05/1994),01/01/1990,29/05/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"3.034.510,12",ESCRITURA,de ampliación de C.S. (RM 30/05/1994),ESCRITURA,de ampliación de C.S. (RM 30/01/1995),30/05/1994,29/01/1995
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"3.383.097,14",ESCRITURA,de ampliación de C.S. (RM 30/01/1995),ESCRITURA,de reducción de C.S. (RM 31/10/1996),30/01/1995,30/10/1996
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"1.531.378,84",ESCRITURA,de reducción de C.S. (RM 31/10/1996),ESCRITURA,de ampliación de C.S. (RM 29/01/1998),31/10/1996,28/01/1998
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"2.853.605,00",ESCRITURA,de ampliación de C.S. (RM 29/01/1998),ESCRITURA,de ampliación de C.S. (RM 14/04/1999),29/01/1998,13/04/1999
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"6.081.040,47",ESCRITURA,de ampliación de C.S. (RM 14/04/1999),ESCRITURA,de reducción de C.S. (RM 08/09/1999),14/04/1999,07/09/1999
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"3.663.168,78",ESCRITURA,de reducción de C.S. (RM 08/09/1999),ESCRITURA,de ampliación de C.S. (RM 05/12/2000),08/09/1999,04/12/2000
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"4.865.175,95",ESCRITURA,de ampliación de C.S. (RM 05/12/2000),ESCRITURA,de ampliación de C.S. (RM 11/02/2002),05/12/2000,10/02/2002
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"7.076.892,75",ESCRITURA,de ampliación de C.S. (RM 11/02/2002),ESCRITURA,de reducción de C.S. (RM 03/05/2004),11/02/2002,02/05/2004
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"4.294.817,46",ESCRITURA,de reducción de C.S. (RM 03/05/2004),ESCRITURA,de reducción de C.S. (RM 14/12/2009),03/05/2004,13/12/2009
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"1.114.272,54",ESCRITURA,de reducción de C.S. (RM 14/12/2009),,,14/12/2009,
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,"1.382.327,84",ESCRITURA,"de const. de 12/02/1990 (Dec.258/1989, 21-11)",ESCRITURA,de ampliac. C.S. (R.M.21/10/1991),26/03/1990,20/10/1991
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,"3.407.738,63",ESCRITURA,de ampliac. C.S. (R.M.21/10/1991),ESCRITURA,de ampliac. C.S. (R.M.18/05/1993),21/10/1991,17/05/1993
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,"4.910.268,89",ESCRITURA,de ampliac. C.S. (R.M.18/05/1993),ESCRITURA,de ampliac. C.S. (R.M.04/11/1993 ),18/05/1993,03/11/1993
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,"7.915.329,41",ESCRITURA,de ampliac. C.S. (R.M.04/11/1993 ),ESCRITURA,de ampliac. C.S. (R.M.20/04/1994),04/11/1993,19/04/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,"12.122.414,14",ESCRITURA,de ampliac. C.S. (R.M.20/04/1994),ESCRITURA,de ampliac. C.S. (R.M.20/01/1997),20/04/1994,19/01/1997
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,"15.476.061,68",ESCRITURA,de ampliac. C.S. (R.M.20/01/1997),ESCRITURA,de ampliac. C.S. (R.M.16/03/2000),20/01/1997,15/03/2000
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,"23.093.890,11",ESCRITURA,de ampliac. C.S. (R.M.16/03/2000),ESCRITURA,de ampliac. C.S. (R.M.26/11/2012),16/03/2000,25/11/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,"36.902.136,80",ESCRITURA,de ampliac. C.S. (R.M.26/11/2012),ESCRITURA,de ampliac. C.S. (R.M.20/09/2016),26/11/2012,19/09/2016
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,"37.241.708,58",ESCRITURA,de ampliac. C.S. (R.M.20/09/2016),,,20/09/2016,
